poem_id,author,song_title,split
318,Славко Јаневски,Илинка сончева свршеница - 5,train
319,Славко Јаневски,Илинка сончева свршеница - 6,test
320,Славко Јаневски,Илинка сончева свршеница - 7,train
321,Славко Јаневски,Илинка сончева свршеница - 8,val
322,Славко Јаневски,Испраќала мајка чедо,train
323,Славко Јаневски,Калина,train
324,Славко Јаневски,Порака,train
325,Славко Јаневски,Полноќна приказна,train
326,Славко Јаневски,Горска приспивна,train
327,Славко Јаневски,Горка лирика во селската крчма,train
328,Славко Јаневски,Гората за овчарот,train
329,Славко Јаневски,Цветои,train
330,Славко Јаневски,Балада за Црногорската мома,train
331,Славко Јаневски,Голаб на барикада,train
332,Славко Јаневски,Сестрина љубов,val
333,Славко Јаневски,Егејска песна - 1,train
334,Славко Јаневски,Егејска песна - 2,train
335,Славко Јаневски,Егејска песна - 3,train
336,Славко Јаневски,Егејска песна - 4,train
337,Славко Јаневски,Егејска песна - 5,val
338,Славко Јаневски,Егејска песна - 6,train
339,Славко Јаневски,Свадбарска песна,train
340,Славко Јаневски,Бело Јато,test
341,Славко Јаневски,Прва бразда,train
342,Славко Јаневски,3имна приказна,train
343,Славко Јаневски,Ноќ пред Илинден,train
344,Славко Јаневски,Љубов за љубов,train
345,Славко Јаневски,Песна на описменетиот бригадир,train
346,Славко Јаневски,Селанец,train
347,Славко Јаневски,Јас пак ќе се вратам,train
348,Славко Јаневски,Сватовска,test
349,Славко Јаневски,"Планино, планино - 1",test
350,Славко Јаневски,"Планино, планино - 2",train
351,Славко Јаневски,"Планино, планино - 3",train
352,Славко Јаневски,"Планино, планино - 4",train
353,Славко Јаневски,Црна балада,train
354,Славко Јаневски,Печалбарска,train
355,Славко Јаневски,Твоја и моја земја - на Никола Јонков Вапцаров,val
356,Славко Јаневски,Китајската,train
357,Славко Јаневски,Две приказни,train
358,Славко Јаневски,Украина,train
359,Славко Јаневски,Зоја - 0,train
360,Славко Јаневски,Зоја - 1,test
361,Славко Јаневски,Зоја - 2,val
362,Славко Јаневски,Зоја - 3,train
363,Славко Јаневски,Зоја - 4,test
364,Славко Јаневски,Зоја - 5,train
365,Славко Јаневски,Зоја - 6,train
366,Славко Јаневски,Зоја - 7,train
367,Славко Јаневски,Зоја - 8,train
368,Славко Јаневски,Зоја - 9,train
369,Славко Јаневски,Песна над мојата родина,train
370,Тодор Чаловски,Запис,train
371,Тодор Чаловски,Јадро,train
372,Тодор Чаловски,Коренот,train
373,Тодор Чаловски,Искра,train
374,Тодор Чаловски,Тајните на езерото,train
375,Тодор Чаловски,Ткаење,train
376,Тодор Чаловски,Рани утра,train
377,Тодор Чаловски,Убав ден,val
378,Тодор Чаловски,Страста,train
379,Тодор Чаловски,Смоква,train
380,Тодор Чаловски,Прелага со животот,train
381,Тодор Чаловски,Играње сон,train
382,Тодор Чаловски,Лет во место,test
383,Тодор Чаловски,Кристалот на ослободената сенка,train
384,Тодор Чаловски,ЦВЕЌЕ НА ТРАГАТА,train
385,Тодор Чаловски,Дворење на зборот,train
386,Тодор Чаловски,Бегство,train
387,Тодор Чаловски,Оддалеку,train
388,Тодор Чаловски,Мраморани,train
389,Тодор Чаловски,Загледан низ прозорецот,test
390,Тодор Чаловски,Раните будења на мајка ми,train
391,Тодор Чаловски,Куќата и недостатоците,val
392,Тодор Чаловски,Стреи,train
393,Тодор Чаловски,Благун,train
394,Тодор Чаловски,Сам. Планина околу мене,train
395,Тодор Чаловски,Тонивода,train
396,Тодор Чаловски,Упија,train
397,Тодор Чаловски,Радика,test
398,Тодор Чаловски,Монолог на староседелецот,train
399,Тодор Чаловски,Јадрорез,train
400,Тодор Чаловски,Шаховско утро,val
401,Влада Урошевиќ,Летен дожд,train
402,Влада Урошевиќ,Попладне по дождот,train
403,Влада Урошевиќ,Залез во градот,val
404,Влада Урошевиќ,Летна бавча,train
405,Влада Урошевиќ,Летување кај вујкото,val
406,Влада Урошевиќ,Што стана со козата,train
407,Влада Урошевиќ,Влез во паркот,train
408,Влада Урошевиќ,Мириси на попладнето,train
409,Влада Урошевиќ,Насетување на морето,train
410,Влада Урошевиќ,Привлекување,test
411,Влада Урошевиќ,Нерасонет сонет за морето,train
412,Влада Урошевиќ,Градови,train
413,Влада Урошевиќ,Венеција,test
414,Влада Урошевиќ,Последен град,train
415,Влада Урошевиќ,Мистериите на Скопје,train
416,Влада Урошевиќ,Вечерен автобус,train
417,Влада Урошевиќ,Летен самрак,train
418,Влада Урошевиќ,Љубовници што спијат по љубовта,train
419,Влада Урошевиќ,Љубовници загинати во земјотресот,train
420,Влада Урошевиќ,Нацрт на земјиштето,test
421,Влада Урошевиќ,Рид,train
422,Влада Урошевиќ,Настан во полето,train
423,Влада Урошевиќ,Езеро I,train
424,Влада Урошевиќ,Езеро II,train
425,Влада Урошевиќ,Рамнина,train
426,Влада Урошевиќ,Κоњаници,train
427,Влада Урошевиќ,Бранител на кулата,train
428,Влада Урошевиќ,Посетители,train
429,Влада Урошевиќ,Чад и север,train
430,Влада Урошевиќ,Последниот ден на летото,train
431,Влада Урошевиќ,Циганско лето,train
432,Влада Урошевиќ,Септември во градот,train
433,Влада Урошевиќ,Зимска населба,val
434,Влада Урошевиќ,ЗИМСКА ПЕСНА,train
435,Влада Урошевиќ,Зимска бавча,train
436,Влада Урошевиќ,Доверба во песната,train
437,Влада Урошевиќ,Зимско патување,train
438,Влада Урошевиќ,Зимско море,train
439,Влада Урошевиќ,Азиски грип,train
440,Влада Урошевиќ,Јужни овошки среде зимата,train
441,Влада Урошевиќ,Блага зима,val
442,Влада Урошевиќ,Топол февруари,train
443,Влада Урошевиќ,Доаѓање на пролетта,test
444,Влада Урошевиќ,Κако доаѓа пролетта,val
445,Влада Урошевиќ,Пролетно расположение,train
446,Влада Урошевиќ,Опасности на пролетта,train
447,Влада Урошевиќ,Пролетен парк,train
448,Влада Урошевиќ,Летен дожд,train
449,Влада Урошевиќ,Попладне по дождот,test
450,Влада Урошевиќ,Детска летна приказна,train
451,Влада Урошевиќ,Летен дожд,test
452,Ацо Шопов,Очи,train
453,Гого Ивановски,Колоната,train
454,Ванчо Николески,Над Дебарца,train
455,Богомил Ѓузел,"1, Lady Road, Edinburgh 9.",test
456,Богомил Ѓузел,"Лондон, Нова година 1965",train
457,Богомил Ѓузел,"Лондон, Hова година 1965",train
458,Богомил Ѓузел,I,train
459,Богомил Ѓузел,II,train
460,Богомил Ѓузел,III,train
461,Богомил Ѓузел,IV,test
462,Богомил Ѓузел,V,train
463,Богомил Ѓузел,VI,train
464,Богомил Ѓузел,VII,train
465,Богомил Ѓузел,VIII,train
466,Богомил Ѓузел,IX,train
467,Богомил Ѓузел,Х,train
468,Милош Линдро,АЗЗА,train
469,Милош Линдро,БОКОБИ,test
470,Милош Линдро,Падот на создателот,train
471,Милош Линдро,Словото-знак на синот,train
472,Милош Линдро,Енох на првото небо,train
473,Милош Линдро,Енох на второто небо,test
474,Милош Линдро,Енох на третото небо,train
475,Милош Линдро,Енох на третото небо II,train
476,Милош Линдро,Енох на четвртото небо,train
477,Милош Линдро,Енох на четвртото небо II,train
478,Милош Линдро,Енох на петтото небо,train
479,Милош Линдро,Енох на шестото небо,train
480,Милош Линдро,Енох на седмото небо,train
481,Милош Линдро,Енох на седмото небо II,train
482,Милош Линдро,Господ Еноху,val
483,Милош Линдро,Господ Еноху (II),val
484,Милош Линдро,Господ Еноху (III),train
485,Милош Линдро,ГОСПОД ЕНОХУ (IV),train
486,Милош Линдро,ГОСПОД ЕНОХУ (V),test
487,Милош Линдро,"ЕНОХ ЗА БОГА, ЗА НЕБЕСАТА И ЗА АДОТ",val
488,Милош Линдро,СВЕДОШТВОТО НА ЕНОХ ЗА АДАМА,train
489,Милош Линдро,ЗЕМЈОМЕРОТ ЈА МЕРИ ВИСТИНАТА,train
490,Милош Линдро,ПРИДУШЕНИОТ ГЛАС,train
491,Милош Линдро,"БЕЛЕЗИ: ОДЕК, ТАЛОГ",train
492,Милош Линдро,"ЛАЈ, ЈОКАСТА И ОЈДИП",train
493,Милош Линдро,РАЗМИНУВАЊЕ,val
494,Милош Линдро,ИНО,train
495,Милош Линдро,СО ГОВОРОТ,train
496,Милош Линдро,ЗАГУБАТА,test
497,Милош Линдро,ОСКВЕРНУВАЊЕ,train
498,Милош Линдро,СТРОЕЊЕ,train
499,Милош Линдро,РАМКАТА НА ЖИВОТОТ,train
500,Милош Линдро,НЕКОГАШ РЕКОВ,train
501,Милош Линдро,НАДВОР,train
502,Милош Линдро,ЗНАЦИТЕ НА ПОСЛЕДНИТЕ ВРЕМИЊА,train
503,Милош Линдро,ОРФЕЈ,train
504,Милош Линдро,ТОЧКА НА ПРЕВОЈ,train
505,Милош Линдро,САМОЗАБОРАВ,train
506,Милош Линдро,КОН СОНЧЕВИТЕ ПОРТИ,train
507,Милош Линдро,ПРЕДУПРЕДА,train
508,Бранко Цветкоски,МОЛИТВЕН ВЕЈ,train
509,Бранко Цветкоски,СЕ ВРАЌА НОЌТА,train
510,Бранко Цветкоски,ЗЕМЈА. ПРИЧЕСНА. ЗОБ,train
511,Бранко Цветкоски,ДОЈКИ НАД ЖИТАТА,test
512,Бранко Цветкоски,АПОРИЈА. ЗЕМНА,train
513,Бранко Цветкоски,ОМАЈ,train
514,Бранко Цветкоски,СОНОТ НА СЕМИЊАТА,train
515,Бранко Цветкоски,НЕБЦЕ ВО ОБЛАКОТ,train
516,Бранко Цветкоски,ПЛАДНЕВНА МОЛИТВА,train
517,Бранко Цветкоски,ПЛОТ,train
518,Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 1.,val
519,Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 2.,train
520,Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 3.,train
521,Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 3.(7),train
522,Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 3.(6),train
523,Бранко Цветкоски,FIX,train
524,Бранко Цветкоски,ДВЕ ОЧИ. ДВА ДОЛА,train
525,Бранко Цветкоски,ВОДОДЕЛНИЦА,train
526,Бранко Цветкоски,ГРАМОТА,train
527,Бранко Цветкоски,ПРЕКОР,train
528,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 1.,test
529,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 2.,train
530,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 3.,train
531,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 4.,train
532,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 5.(2),train
533,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 6. (4),train
534,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 7. (6),train
535,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 8. (7),train
536,Бранко Цветкоски,МАРТОВСКИ СНЕГ,train
537,Бранко Цветкоски,АКАТИСТ,train
538,Бранко Цветкоски,СТАРОСТАВНА,val
539,Бранко Цветкоски,СТАПАЛКИ. БИБЛИСКИ МОЛК,train
540,Бранко Цветкоски,СНАИТЕ ОД ЗЕМЈА,val
541,Бранко Цветкоски,ЦЕЛОСТА,val
542,Бранко Цветкоски,ЈАВКА,train
543,Бранко Цветкоски,СЕВЕРНА КВАЧКА,train
544,Бранко Цветкоски,БОГИНКИ,train
545,Бранко Цветкоски,ГЛАСНИК,test
546,Бранко Цветкоски,ДЕНОТ ШТО ЗАВЛЕКУВА,train
547,Бранко Цветкоски,SAECULUM,test
548,Бранко Цветкоски,РЕКАМ,train
549,Блаже Конески,ЗОВ,train
550,Блаже Конески,ПРОЛЕТ,train
551,Блаже Конески,РАМНИНА,val
552,Блаже Конески,ПРИСПИВНА,train
553,Блаже Конески,ОЧАЈ,train
554,Блаже Конески,МОЛИТВА,train
555,Блаже Конески,ШУМ,train
556,Блаже Конески,ЕСЕНСКО УТРО,train
557,Блаже Конески,СМРТНА ПЕСНА,train
558,Блаже Конески,ПОЛНОЌ,val
559,Блаже Конески,СОН,train
560,Блаже Конески,ПЕСНА ЗА МАСЛИНКИТЕ,train
561,Блаже Конески,ПРОШТАЛНА ПЕСНА,train
562,Блаже Конески,МОЛИТВА,train
563,Блаже Конески,ЗИМЕН ДЕН,val
564,Блаже Конески,ВРАЌАЊЕ,train
565,Блаже Конески,ПЕСНА,train
566,Блаже Конески,БУРА,train
567,Блаже Конески,ПУСТИНА,train
568,Блаже Конески,ПЕСНА,train
569,Блаже Конески,В КРЧМА,train
570,Блаже Конески,ПЕСНА,test
571,Блаже Конески,СЛУЖБА,test
572,Блаже Конески,СПОМЕН ЗА СЛАВЕЈ,train
573,Блаже Конески,БДЕЕЊЕ,train
574,Блаже Конески,ЉУБОВ,val
575,Блаже Конески,ЗА НЕПОЗНАТАТА - СПОМЕН,val
576,Блаже Конески,ЗА НЕПОЗНАТАТА - РАЗДЕЛЕНОСТ,train
577,Блаже Конески,ЗА НЕПОЗНАТАТА - ТРЕПЕТ,train
578,Блаже Конески,ЗА НЕПОЗНАТАТА  - БЕГСТВО,train
579,Блаже Конески,ЗА НЕПОЗНАТАТА - ЖЕД,train
580,Блаже Конески,ЗА НЕПОЗНАТАТА - ГРАБЕЖ,train
581,Блаже Конески,ЛИК,train
582,Блаже Конески,УСПИВАЊЕ НА БОЛНО ДЕТЕ,train
583,Блаже Конески,’РЖ,train
584,Блаже Конески,ПЧЕНИЦА,train
585,Блаже Конески,МАК,train
586,Блаже Конески,ЈАГОТКИ,train
587,Блаже Конески,ПРОЛЕТНА ВЕЧЕР,train
588,Блаже Конески,КУМАНОВСКИОТ ПРЕВОЈ,train
589,Блаже Конески,ПРОШЕТКА,test
590,Блаже Конески,ИСКУШУВАЊЕ,train
591,Блаже Конески,ЧЕКАЊЕ,val
592,Блаже Конески,НАВРЕДИ,train
593,Блаже Конески,МАТУРАНТИ,train
594,Блаже Конески,ИКОНА,train
595,Блаже Конески,ГУГУЧКА,train
596,Блаже Конески,АНГЕЛОТ НА СВЕТА СОФИЈА,train
597,Блаже Конески,КАЛЕМЕГДАН,train
598,Блаже Конески,СКОПЈЕ,test
